consumer_id,ae264e3637204a6fb9bb56bc8210ddfd_type_sensitivity,4d5c57ea9a6940dd891ad53e9dbe8da0_type_sensitivity,9b98b8c7a33c4b65b9aebfe6a799e6d9_type_sensitivity,0b1e1539f2cc45b7b9fa7c272da2e1d7_type_sensitivity,2298d6c36e964ae4a3e7e9706d1fb8c2_type_sensitivity,fafdcd668e3743c1bb461111dcafc2a4_type_sensitivity,f19421c1d4aa40978ebb69ca19b0e20d_type_sensitivity,2906b810c7d4411798c6938adc9daaa5_type_sensitivity
0118fbb66dd2443a9dd407d2c99a7672,-0.5514,-0.5514,-1.1028,-0.13785,-0.7877142857142857,-0.5514,-1.1028,-0.5514
0121fe001b7a404fa9cbe486f8944baf,-1.0597999999999999,-1.0597999999999999,-2.1195999999999997,-0.5298999999999999,-1.5139999999999998,-0.4220222222222222,-2.1195999999999997,-1.0597999999999999
0123564dbaf144a88a418c33b6350c17,0.0,0.0,0.0,0.0,0.0,0.8704000000000001,0.0,0.0
012ee55a90bd4d969b0d0cdfaffdf6ab,-0.020800000000000003,-0.020800000000000003,-0.041600000000000005,-0.010400000000000001,-0.029714285714285717,0.011399999999999993,0.059169230769230786,-0.020800000000000003
013094309e1b49e095c098df412d125d,-0.44400000000000006,-0.22560000000000002,-0.7435,-0.22200000000000003,-0.356734693877551,-0.44400000000000006,0.0,0.02485714285714282
01380da907f8495496679c795867790b,-1.3102,-0.48339999999999994,-2.6204,-0.6551,-1.8717142857142857,-1.3102,0.0,-1.3102
013f2c82889f4641a9b847a48861cce0,-1.1800000000000002,-1.1800000000000002,-2.3600000000000003,-0.11805000000000003,-1.6857142857142857,-1.1800000000000002,-0.9620000000000001,-1.1800000000000002
0141d3870a424c03a20390040efad826,0.010666666666666666,-0.014000000000000002,-0.028000000000000004,-0.007000000000000001,0.006734693877551018,-0.014000000000000002,-0.028000000000000004,-0.014000000000000002
01443a2afce54939a323c978f467c540,-0.014866666666666717,-1.6222,0.43102857142857187,0.01980000000000004,-2.3174285714285716,-0.00997777777777813,0.0,-1.6222
014899c751254a62a96ce676eb11ddc2,-1.8206,-1.8206,-3.6412,-0.9103,-2.600857142857143,-0.5262249999999998,-3.6412,-1.8206
0155a21497d54684a55c3bc609843768,-0.002,-0.002,-0.0011428571428571427,-0.001,0.026938775510204082,0.029333333333333333,-0.004,0.029857142857142853
0157e63b39c5456393026c6c03f3d84a,-0.8257999999999999,0.39520000000000016,-1.6515999999999997,-0.10034999999999998,-1.1797142857142855,-0.8257999999999999,1.0812000000000004,-0.8257999999999999
015c3d28c67e46aa95e9ec97c27220e8,-0.8275333333333332,-1.1962,-2.3924,-0.5981,0.36461224489795924,-0.52715,-2.3924,-0.8802
015ef929e016415098eeae8ce59da721,-0.1544,-0.1544,-0.3088,-0.0772,-0.22057142857142858,-0.1544,-0.3088,0.10959999999999996
015fb0b3fbaa4aceb910fbdf272f7547,-0.06675000000000002,0.03380000000000001,0.010857142857142833,-0.046000000000000006,-0.13142857142857145,-0.09200000000000001,-0.18400000000000002,-0.09200000000000001
016086228d58476599d0b47881c25509,-0.26339999999999997,-0.26339999999999997,-0.5267999999999999,-0.06584999999999999,-0.3762857142857143,-0.26339999999999997,-0.5267999999999999,0.7429333333333332
01613170f679422a8acfa96f0f19fdf2,0.0,0.021200000000000004,0.0,0.0,0.0,0.0,0.058399999999999994,0.0
01633b71b3a2457aa7d35d8bcc3afb5a,-0.40470000000000006,-1.0296,-2.0592,0.01548571428571428,-1.470857142857143,0.20773333333333338,-2.0592,-1.0296
016871ea865d4338975026ae08d221d0,-0.38079999999999997,-0.38079999999999997,-0.7615999999999999,-0.19039999999999999,-0.5439999999999999,-0.38079999999999997,-0.7615999999999999,-0.38079999999999997
016b37032984457fb33ba2767fcc8c9f,-0.11539999999999999,-0.11539999999999999,-0.23079999999999998,-0.057699999999999994,-0.16485714285714284,-0.11539999999999999,-0.23079999999999998,-0.11539999999999999
016edb1d1d67477391c5337545a5d98a,-1.0432,-1.0432,-2.0864,-0.5216,-1.490285714285714,-0.5601999999999998,-2.0864,-1.0432
017160c1cdb845d48abec3c330b4427e,-0.49788571428571426,-1.3366,-2.6732,-0.6683,-1.9094285714285715,-1.3366,-2.6732,-1.3366
01772eae932447f9a853461a60820dc6,-0.14008571428571429,-0.3628,-0.7256,-0.1814,-0.5182857142857143,-0.3628,-0.5072,-0.3628
01784d3e205548a594ba3fcdbdaaf17d,0.9592857142857143,1.0370000000000001,0.0,0.0,0.0,0.0,0.0,0.0
017a93d1204f457bbe85f5e7de062b56,0.0,0.0,0.0,0.06,0.0,0.0,1.8979999999999997,0.8687142857142858
017febbe52e64ac19cf28cf0d44386e4,11.241000000000001,0.0,4.656285714285714,0.0,1.093265306122449,0.0,0.0,0.0
01873cc8de734961949af7c04b2e9872,-0.20022857142857148,-0.46180000000000004,-0.46674285714285724,-0.23090000000000002,-0.6597142857142858,-0.1325,-0.9236000000000001,-0.11108571428571432
01887dcd32b64feb807e2436548b6c87,0.0,0.0,0.5564444444444444,0.0,0.5110204081632653,0.0,0.0,0.0
018a49ffb8cf4812903e7c1f56fbb0b0,-0.21539999999999998,-0.21539999999999998,0.5766285714285713,-0.10769999999999999,-0.3077142857142857,-0.21539999999999998,0.47153333333333336,-0.21539999999999998
018b8f83176d471db63d9733c741fc8a,0.0,0.0,0.5277142857142857,0.0,0.0,0.0,0.7428,0.0
01925607d99c460996c281f17cdbb9e2,-0.5828,-0.07320000000000002,-1.1656,-0.2914,-0.8325714285714286,-0.5828,0.0,-0.5828
0193c118afe84208b33ffeb1dcb277d8,0.0,0.0,0.0,0.0,0.0,0.019200000000000002,0.0,0.0
01956670cf414b309675aa73368b94a9,0.014300000000000068,1.5906,-0.8623999999999998,-0.21559999999999996,0.8446122448979594,-0.4311999999999999,-0.8623999999999998,0.2725142857142857
0196d2062b8d4d019b8d96292266e8a4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0199681637524988a14245632b8376af,0.5374000000000001,0.0,-2.0932,-0.5233,-1.495142857142857,-1.0466,-0.7459999999999999,-1.0466
019be0c6f8fd4000b1967c7308b4bdf4,-0.07845714285714282,0.008999999999999985,-0.8211999999999999,-0.20529999999999998,-0.5865714285714285,0.020699999999999986,-0.8211999999999999,0.29782857142857144
019cc78d8fed432ca6df71c132c72a99,-0.0622,-0.033600000000000005,-0.1244,-0.0311,-0.029673469387755107,-0.0622,-0.1244,-0.0622
019ed95d987446e3947da0246cdab831,-1.3569999999999998,-1.3569999999999998,-1.158285714285714,-0.6784999999999999,-1.9385714285714284,-1.3569999999999998,-2.7139999999999995,-1.3569999999999998
01a202a9021e40aeaa5451a5d134c16c,-1.2328,-1.2328,-2.4656,-0.6164,-1.7611428571428571,-0.8562,-2.4656,-1.2328
01a5e8b57bc04e0292525f3e2817fa17,0.0,0.0,0.0,0.0,0.6399999999999999,0.0,0.0,0.0
01ab25c31f034f85bc4ac9d286fb7a76,0.4830857142857143,-0.31120000000000003,0.1677538461538461,-0.15560000000000002,-0.44457142857142856,5.4201,-0.6224000000000001,-0.31120000000000003
01ac633821f0498893320b41b5b22dfc,0.62725,0.0,3.297428571428572,0.0,0.0,0.8479999999999999,0.0,0.0
01b6d7e8f0884deb936a8a7f15dba895,-0.3124,0.1584,-0.6248,-0.0781,-0.4462857142857143,0.7763777777777777,-0.6248,0.44136923076923085
01d26f638c274aa0b965d24cefe3183f,-0.4702,-0.4702,-0.9404,-0.2351,-0.6717142857142857,-0.4702,-0.9404,-0.4702
01de69b5edab4b89859ea8a7214ba35a,-12.746400000000001,-12.746400000000001,-25.492800000000003,-6.373200000000001,-11.049346938775512,-12.746400000000001,-25.492800000000003,-12.746400000000001
01e09d713abe4a36a70a33fe4b40534e,-0.39159999999999995,0.27999999999999997,-0.7831999999999999,-0.19579999999999997,-0.5594285714285714,-0.39159999999999995,-0.7831999999999999,-0.39159999999999995
01e57718fc6b49b2875a9c02b32905b1,-0.12865714285714283,0.19039999999999999,-0.34159999999999996,-0.08539999999999999,-0.24399999999999997,0.2872,-0.34159999999999996,-0.17079999999999998
01e8739670a042b3877f8e843bdf55a7,0.0,0.0,0.0,0.0,0.0,0.9055294117647058,0.0,0.0
01e91c5bc14148b2a4de0ce819e4c500,-0.147,-0.147,-0.294,-0.05735,-0.19285714285714284,-0.1213,0.014400000000000013,-0.147
01e97a4633bf4963838a4aa9ed1dce3e,0.09074285714285714,0.056999999999999995,-0.0188,-0.0047,0.10963265306122451,-0.0094,0.2036,-0.0094
01ef4c6618b64334a15914ff9963eaac,-0.9635999999999999,-0.9635999999999999,-1.9271999999999998,-0.48179999999999995,0.3379183673469388,-0.9635999999999999,-1.9271999999999998,-0.9635999999999999
01f33ff554d0443a9841adfd66d253f6,-0.7422,-0.7422,-1.4844,-0.3711,-1.0602857142857143,-0.7422,-1.4844,-0.2120571428571428
01f46a5191424005af436cdf48a5da7c,0.648942857142857,-0.4462,-0.37297142857142856,-0.2231,-0.6374285714285713,-0.4462,-0.8924,-0.4462
01f663b988964a4caca8b19abecb551d,-0.9481999999999999,-0.9481999999999999,-1.8963999999999999,-0.47409999999999997,-1.3545714285714285,-0.17399999999999993,-1.8963999999999999,-0.9481999999999999
01fe5ec668f241608eb2f7ec374cb1b7,-0.7234,-0.7234,-1.4468,-0.3617,-1.0334285714285714,-0.7234,-1.4468,-0.7234
01ff6c5d8d014dbd8c120e2b43a065ea,0.1594571428571429,-0.1354,1.8034857142857141,-0.0677,-0.19342857142857142,-0.1354,1.576,-0.1354
0200f61c69da4c2ea078842cdaf234e6,-0.37,-0.056600000000000025,-0.74,-0.185,0.4842857142857141,-0.37,-0.74,0.6277692307692309
020354b1aea342cbaa018993f68fba68,0.0,0.0,0.0,0.025566666666666665,0.05217687074829932,0.0,0.0,0.0
0206e1388c34454caba2b7fce3123943,-0.41719999999999996,0.6046,-0.8343999999999999,-0.20859999999999998,-0.596,-0.41719999999999996,0.0,-0.41719999999999996
020be6e9805649858595dfbaab15ccd7,0.03276666666666665,0.0,-0.34480000000000005,-0.08620000000000001,0.07555102040816321,-0.17240000000000003,-0.34480000000000005,-0.17240000000000003
020be8b0fafa446ebcce6449b20bc92c,-0.2384,-0.2384,-0.4768,-0.1192,-0.3405714285714286,-0.2384,-0.4768,-0.1964
020c2d7b3d1b4d24b9502626b2d7ef46,-0.1936,-0.0658,-0.3872,-0.0968,-0.2765714285714286,-0.1936,-0.13839999999999994,-0.1936
020cd0f8047142e18a754303f9337d53,-0.7624000000000001,-0.7624000000000001,-0.4673714285714288,-0.38120000000000004,-1.0891428571428572,0.5404,0.6168000000000002,-0.7624000000000001
020d3a52b9ce432ea5f98fc58e9bfcc4,-0.018,-0.018,-0.036,-0.009,0.05755102040816327,-0.018,-0.036,0.055571428571428584
020d72e77c704c42bb0a858c1aaa3bcd,-0.344,1.1646000000000003,-0.688,0.42055555555555557,-0.49142857142857144,-0.344,0.44720000000000004,-0.344
0215efe5136d4a038cb81eae92d59368,0.0,0.0,0.0,0.2143,0.825,6.897799999999999,1.652,0.0
021616b8deea46438e3badc7fca5894d,-1.941,-1.4638,-3.882,-0.9705,-0.4765306122448984,-1.2109,-3.882,-1.941
0217c4393fd54e74a523b63c0fcc3da5,0.37777142857142854,0.9188000000000003,-1.7616,-0.4404,-1.2582857142857142,-0.8808,2.6351999999999998,-0.8808
0218964095c94da0bfac44cf40c9343f,-1.3951142857142855,-1.7113999999999998,-3.4227999999999996,-0.8556999999999999,-2.4448571428571424,0.12899999999999992,-3.4227999999999996,-1.7113999999999998
021adce38ab34ede96422ae107643fd5,-0.9994,-0.9994,-1.9988,-0.4997,0.2918095238095239,-0.9994,-1.9988,-0.011788888888888849
021c1940868647efbcb40ccdb942813b,0.2332,-0.30979999999999996,-0.21102857142857134,-0.15489999999999998,-0.44257142857142856,-0.15489999999999998,0.07080000000000011,-0.30979999999999996
0222d267445f4f078bc325224e471766,-0.0324,0.1568,-0.0648,-0.0162,-0.046285714285714284,0.09259999999999999,-0.0648,-0.0324
0223ed57fef54575ac0b256937dc68fa,0.0,0.0,0.0,0.0,0.11795918367346939,0.053200000000000004,0.0,0.0
0225045e245f4b7289cc55c0b5870ae2,0.9658,0.0,0.0,0.0,0.0,0.5909000000000001,0.0,0.0
022f5553a0704b53ba26f2d23cb1234d,-1.6667999999999998,-1.6667999999999998,-3.3335999999999997,-0.8333999999999999,-2.3811428571428572,-0.055549999999999856,-0.2931999999999995,-1.6667999999999998
0231c913a51e420783be6bdeb75aa842,-0.11085714285714285,-0.11699999999999999,-0.23399999999999999,-0.058499999999999996,0.0806593406593407,-0.11699999999999999,-0.23399999999999999,-0.11699999999999999
023411b8a45a4715979dae6cec425a8b,-0.0736,-0.0736,-0.1472,-0.0368,0.06791836734693876,-0.0736,0.04479999999999999,-0.0736
023a42cf62f742b795a975d56955e220,-0.0666,-0.0666,-0.1332,-0.0333,0.6848571428571428,0.09614999999999999,-0.1332,-0.0666
023fd15e56184ec19e23ed5a31c87543,-0.10691428571428571,-0.19019999999999998,-0.38039999999999996,-0.09509999999999999,-0.2717142857142857,-0.19019999999999998,-0.38039999999999996,-0.19019999999999998
024218e67fa549a4a0a99b32b7b6fbf9,-0.10905714285714296,-0.472,-1.7764,-0.4441,-0.46138461538461534,-0.8882,-1.7764,-0.8882
0246e7cc7a3d4a98a940cb13776b5b55,0.0,0.0,0.0,0.0,0.0,0.42622222222222234,0.0,0.0
0246f8fdf0b64014a98822b70231c58d,-0.37340000000000007,-0.37340000000000007,-0.33191111111111116,-0.18670000000000003,-0.5334285714285715,-0.37340000000000007,-0.7468000000000001,-0.37340000000000007
0247953d899b4a99acab74fa0a807c0f,-0.03442857142857142,-0.044299999999999985,-0.22999999999999998,-0.057499999999999996,-0.16428571428571428,-0.11499999999999999,-0.22999999999999998,-0.11499999999999999
0251876076024444864473545adce065,-0.0634,-0.0634,0.18377142857142853,-0.0317,0.08085714285714285,-0.0634,-0.1268,-0.0634
0252aa6f0dee4585ba886945c60f48f5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02557fafcf334c30a22c312c5647f71a,0.0,0.2832,0.0,0.0,0.05102040816326531,0.0,0.0,0.0
026876bc8c6a4e0c8e330342c92cc844,-0.15074285714285715,-0.5276,-1.0552,-0.2638,-0.7537142857142857,-0.5276,-1.0552,-0.5276
027561a162a54d86b6d45af5071c4d27,0.0,0.07455555555555556,0.1917142857142857,0.0,0.0,0.0,0.0,0.0
027596e6ed19471392923eb833b25fd3,0.1472857142857143,0.0,0.0,0.0,0.0,0.1123,0.0,0.0
02765747959045a0a7c452888b2f31eb,-0.30300000000000005,-0.127,-0.6060000000000001,-0.15150000000000002,-0.4328571428571429,-0.23083333333333336,-0.6060000000000001,-0.30300000000000005
0276c9a3092d4f79a29d61a1462f9b4d,-0.31100000000000005,-0.31100000000000005,-0.6220000000000001,-0.15550000000000003,1.279387755102041,0.5039999999999998,-0.6220000000000001,0.43528571428571416
027c18923c0146e58ccd615f6a62d82f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2327142857142857
02865fee714e466e99f9bb7a7203887b,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0
028a12f0ee584455850300886174f3d7,-0.31399999999999995,-0.31399999999999995,-0.6279999999999999,-0.15699999999999997,-0.4485714285714285,-0.31399999999999995,-0.6279999999999999,0.496
028c88a958e54c36a31c4800fd6e887b,-1.2346,-1.2346,0.049085714285714135,-0.6173,0.928632653061224,-1.2346,-2.4692,-1.2346
0295719cd357460cbab54f2392b01d19,-0.1564,-0.037800000000000014,-0.3128,-0.0782,-0.07975510204081633,-0.1133,-0.3128,-0.1564
029e063479234fb1b6c8727c3d45de62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02a00d256444415da8460cd2a3457ea7,-0.042,-0.042,-0.084,-0.021,-0.016326530612244903,-0.042,-0.084,-0.012000000000000005
02a3aa431c1047be8eafec3dcd6b5fd0,-0.5092333333333334,0.0,-0.37279999999999996,-0.17965000000000003,-1.1077142857142859,-0.7754000000000001,-1.5508000000000002,-0.7754000000000001
02a458e1233342b79caff81edbcc30a9,0.0,0.0,0.0,0.10755,0.4389795918367347,0.0,0.8604,0.0
02abd909ebc94aca8766f3f0ee39db80,0.7441428571428571,-0.296,0.9611428571428572,-0.148,-0.4228571428571429,0.7746,-0.592,-0.296
02b148f44eee4b9ca7487371472a6781,-0.09960000000000001,-0.09960000000000001,-0.19920000000000002,-0.049800000000000004,0.23567346938775519,0.1879,-0.19920000000000002,-0.0388857142857143
02b5aa5725f94bcb94ca58208015b7bc,-0.2574,-0.09280000000000002,-0.5148,-0.1287,-0.36771428571428577,0.041100000000000005,-0.5148,-0.2574
02b6895b3cab4f79a116bddc1c70b5c3,-0.11262857142857141,-0.2772,-0.5544,-0.1386,-0.39599999999999996,0.002300000000000013,-0.5544,-0.2772
02b7a80a321c4b078af92d494cc0f012,-0.6326,-0.22880000000000003,-1.2652,-0.3163,-0.9037142857142858,-0.6326,-1.2652,-0.6326
02ba8c272f284139abef53e0290bfb67,-0.46299999999999997,-0.46299999999999997,-0.9259999999999999,-0.23149999999999998,-0.6614285714285714,-0.46299999999999997,-0.9259999999999999,-0.46299999999999997
02c083884c7d45b39cc68e1314fec56c,0.3005428571428571,-0.0636,-0.1272,-0.0318,-0.09085714285714286,-0.0636,-0.1272,-0.0636
02c6daf74a49491ca397f105ef944784,-0.4904,-0.4904,-0.9808,-0.2452,-0.7005714285714285,-0.4904,-0.9808,-0.17125714285714286
