person,Avg Daily spending,Highest daily spending,Lowest daily spending,count days no spending,count days spending 0_to_5,count days spending 5_to_10,count days spending 10_to_15,count days spending 15_to_20,count days spending 20_plus,std_daily_spending
00ee2ca6421c4af0aeca60a1b3e00f6c,0.13433333333333333,4.03,4.03,29.0,1.0,0.0,0.0,0.0,0.0,0.7357739689152732
00ee69db83964d6da32f8109b32a1ce7,0.5263333333333333,5.88,2.06,26.0,2.0,2.0,2.0,0.0,0.0,1.5008376588295347
00fac72fd6ad448e8019b175267023df,6.207666666666667,26.69,11.42,20.0,0.0,0.0,0.0,5.0,3.0,9.315059251050135
00fbb9b5edb94f02afbaf1eb49bb4d7d,2.67,33.07,15.07,27.0,0.0,0.0,0.0,1.0,2.0,8.566785096904892
00fdd4416dec40b49180814c0a7c8d76,2.555,31.16,20.35,27.0,0.0,0.0,0.0,0.0,3.0,7.9247472493144695
0100dbd4e8554aa69b73b6ac0547f6bf,0.21833333333333332,3.01,1.4,27.0,3.0,0.0,0.0,0.0,0.0,0.6990046289291423
0103de989e084e0fab400e80678d7591,4.832333333333334,35.56,4.82,21.0,2.0,1.0,1.0,2.0,3.0,9.479077753530206
0106d19a26af41288035afc4b9b6c2c2,0.7080000000000001,8.04,0.31,21.0,8.0,1.0,1.0,0.0,0.0,1.74398552667199
01162252405b4524a8fa1bf8e6d5f04b,4.328666666666667,18.96,4.33,18.0,2.0,5.0,5.0,4.0,0.0,6.205440179076095
01176ee7289b48e39ee6261d5c071a07,0.6733333333333335,10.31,0.42,25.0,3.0,1.0,1.0,0.0,0.0,2.1328648910979244
0118fbb66dd2443a9dd407d2c99a7672,2.134666666666667,27.57,17.53,27.0,0.0,0.0,0.0,2.0,1.0,6.668053913137306
0121fe001b7a404fa9cbe486f8944baf,6.389333333333334,48.09,23.18,24.0,0.0,0.0,0.0,0.0,6.0,13.490851544743162
0123564dbaf144a88a418c33b6350c17,5.891333333333334,32.85,21.74,24.0,0.0,0.0,0.0,0.0,6.0,12.103345429042033
012ee55a90bd4d969b0d0cdfaffdf6ab,0.33266666666666667,1.77,0.14,19.0,11.0,0.0,0.0,0.0,0.0,0.5441471234455099
013094309e1b49e095c098df412d125d,2.306,21.130000000000003,0.41000000000000003,17.0,8.0,3.0,3.0,0.0,1.0,4.647429842174171
01380da907f8495496679c795867790b,5.166333333333333,47.32,8.58,23.0,0.0,1.0,1.0,2.0,3.0,11.075574082835063
013f2c82889f4641a9b847a48861cce0,6.218,37.45,12.77,22.0,0.0,0.0,0.0,0.0,6.0,11.297694119323339
0141d3870a424c03a20390040efad826,0.21066666666666667,3.7,0.44,26.0,4.0,0.0,0.0,0.0,0.0,0.7247493423214694
01443a2afce54939a323c978f467c540,13.931000000000001,43.269999999999996,15.97,15.0,0.0,0.0,0.0,4.0,11.0,15.34976813258552
014899c751254a62a96ce676eb11ddc2,9.570333333333334,63.89,19.47,21.0,0.0,0.0,0.0,1.0,8.0,16.568320723875285
0155a21497d54684a55c3bc609843768,0.26466666666666666,1.6800000000000002,0.1,21.0,9.0,0.0,0.0,0.0,0.0,0.5191221591224497
0157e63b39c5456393026c6c03f3d84a,6.655,36.010000000000005,10.23,21.0,0.0,0.0,0.0,3.0,5.0,11.059718070235943
015c3d28c67e46aa95e9ec97c27220e8,7.8469999999999995,54.86,13.31,21.0,0.0,0.0,0.0,1.0,7.0,13.643700617930756
015ef929e016415098eeae8ce59da721,0.6093333333333334,7.72,5.1,27.0,0.0,3.0,3.0,0.0,0.0,1.8962884498560524
015fb0b3fbaa4aceb910fbdf272f7547,0.47633333333333333,4.33,0.53,24.0,6.0,0.0,0.0,0.0,0.0,1.1604264475742894
016086228d58476599d0b47881c25509,2.7733333333333334,31.16,9.65,26.0,0.0,1.0,1.0,0.0,2.0,8.009873361319004
01613170f679422a8acfa96f0f19fdf2,0.3443333333333334,4.45,1.06,25.0,5.0,0.0,0.0,0.0,0.0,0.9383172146999644
01633b71b3a2457aa7d35d8bcc3afb5a,5.3836666666666675,49.56,11.01,23.0,0.0,0.0,0.0,1.0,4.0,11.549473635814223
016871ea865d4338975026ae08d221d0,1.5263333333333333,19.04,12.22,27.0,0.0,0.0,0.0,1.0,0.0,4.745524558289984
016b37032984457fb33ba2767fcc8c9f,1.8393333333333333,13.36,0.11,17.0,10.0,2.0,2.0,0.0,0.0,2.995403298312304
016edb1d1d67477391c5337545a5d98a,4.368333333333333,27.09,11.72,23.0,0.0,0.0,0.0,2.0,2.0,8.478237082258817
017160c1cdb845d48abec3c330b4427e,6.603,44.379999999999995,18.81,23.0,0.0,0.0,0.0,1.0,6.0,12.963142485657103
01772eae932447f9a853461a60820dc6,1.9426666666666668,10.81,2.8200000000000003,22.0,1.0,6.0,6.0,0.0,0.0,3.5230207780112295
01784d3e205548a594ba3fcdbdaaf17d,5.061000000000001,24.67,4.83,18.0,1.0,3.0,3.0,2.0,1.0,7.243972214764208
017a93d1204f457bbe85f5e7de062b56,3.684,18.64,1.76,18.0,3.0,4.0,4.0,2.0,0.0,5.663843948756186
017febbe52e64ac19cf28cf0d44386e4,33.447,713.2,22.55,21.0,0.0,0.0,0.0,0.0,9.0,129.555855459308
01873cc8de734961949af7c04b2e9872,1.6849999999999998,8.89,1.04,15.0,11.0,4.0,4.0,0.0,0.0,2.401344092019272
01887dcd32b64feb807e2436548b6c87,2.144333333333334,25.04,19.19,27.0,0.0,0.0,0.0,1.0,2.0,6.594989573249102
018a49ffb8cf4812903e7c1f56fbb0b0,3.288333333333333,18.23,2.98,19.0,4.0,2.0,2.0,1.0,0.0,5.40457984799312
018b8f83176d471db63d9733c741fc8a,1.2346666666666666,18.57,18.47,28.0,0.0,0.0,0.0,2.0,0.0,4.698692946160544
01925607d99c460996c281f17cdbb9e2,1.8206666666666669,29.14,25.48,28.0,0.0,0.0,0.0,0.0,2.0,6.945415721195519
0193c118afe84208b33ffeb1dcb277d8,0.20166666666666666,3.84,2.21,28.0,2.0,0.0,0.0,0.0,0.0,0.7967523880203259
01956670cf414b309675aa73368b94a9,8.288333333333334,51.650000000000006,19.92,22.0,0.0,0.0,0.0,1.0,7.0,15.122132235016771
0196d2062b8d4d019b8d96292266e8a4,2.0373333333333337,27.56,6.65,26.0,0.0,2.0,2.0,1.0,1.0,6.075926456010686
0199681637524988a14245632b8376af,7.432,44.28,12.73,21.0,0.0,0.0,0.0,1.0,6.0,12.53652330399956
019be0c6f8fd4000b1967c7308b4bdf4,4.706666666666667,25.200000000000003,1.86,13.0,6.0,7.0,7.0,0.0,1.0,5.9226434762803715
019cc78d8fed432ca6df71c132c72a99,0.5493333333333333,4.9399999999999995,0.71,24.0,6.0,0.0,0.0,0.0,0.0,1.2794636088755247
019ed95d987446e3947da0246cdab831,17.169666666666668,342.08,14.21,22.0,0.0,0.0,0.0,1.0,6.0,62.36561367332623
01a202a9021e40aeaa5451a5d134c16c,5.201666666666666,37.66,18.05,24.0,0.0,0.0,0.0,1.0,5.0,10.977547330906791
01a5e8b57bc04e0292525f3e2817fa17,1.903333333333333,25.74,13.6,27.0,0.0,0.0,0.0,1.0,1.0,6.0293674016738965
01ab25c31f034f85bc4ac9d286fb7a76,21.47633333333333,573.13,15.56,25.0,0.0,0.0,0.0,4.0,1.0,104.37267205690792
01ac633821f0498893320b41b5b22dfc,8.382000000000001,39.900000000000006,13.34,19.0,0.0,0.0,0.0,2.0,7.0,12.124087281679934
01b6d7e8f0884deb936a8a7f15dba895,5.430000000000001,42.900000000000006,5.23,20.0,0.0,2.0,2.0,2.0,2.0,9.839945332060084
01d26f638c274aa0b965d24cefe3183f,1.3246666666666664,15.84,2.16,24.0,3.0,2.0,2.0,1.0,0.0,3.3919048999897847
01de69b5edab4b89859ea8a7214ba35a,25.529333333333337,637.32,19.73,23.0,0.0,0.0,0.0,1.0,6.0,115.87550947500492
01e09d713abe4a36a70a33fe4b40534e,2.875333333333333,27.79,14.0,26.0,0.0,0.0,0.0,1.0,2.0,7.708361663818705
01e57718fc6b49b2875a9c02b32905b1,3.3729999999999998,28.07,1.66,17.0,5.0,3.0,3.0,0.0,1.0,5.986483136602623
01e8739670a042b3877f8e843bdf55a7,6.038666666666668,53.730000000000004,12.41,23.0,0.0,0.0,0.0,2.0,4.0,12.667785298457506
01e91c5bc14148b2a4de0ce819e4c500,0.4359999999999999,7.35,0.15,22.0,7.0,1.0,1.0,0.0,0.0,1.3837196247795285
01e97a4633bf4963838a4aa9ed1dce3e,0.5986666666666667,5.96,0.47,22.0,7.0,1.0,1.0,0.0,0.0,1.3160723524113747
01ef4c6618b64334a15914ff9963eaac,4.519333333333333,51.56999999999999,35.83,27.0,0.0,0.0,0.0,0.0,3.0,13.960331715585966
01f33ff554d0443a9841adfd66d253f6,1.7973333333333334,20.94,16.17,27.0,0.0,0.0,0.0,2.0,1.0,5.526164681942987
01f46a5191424005af436cdf48a5da7c,5.552999999999999,54.349999999999994,13.63,23.0,0.0,0.0,0.0,3.0,3.0,11.992753889831517
01f663b988964a4caca8b19abecb551d,3.2546666666666666,33.33,14.08,26.0,0.0,0.0,0.0,0.0,3.0,8.90718064970262
01fe5ec668f241608eb2f7ec374cb1b7,5.396333333333334,21.78,7.11,21.0,0.0,1.0,1.0,4.0,4.0,8.716563496894993
01ff6c5d8d014dbd8c120e2b43a065ea,4.647,48.92,6.77,23.0,0.0,1.0,1.0,3.0,2.0,10.560127725847208
0200f61c69da4c2ea078842cdaf234e6,6.500333333333333,54.11,15.67,23.0,0.0,0.0,0.0,2.0,5.0,13.385026240962862
020354b1aea342cbaa018993f68fba68,0.25566666666666665,6.78,0.89,28.0,1.0,1.0,1.0,0.0,0.0,1.2429045052599184
0206e1388c34454caba2b7fce3123943,2.3983333333333334,31.32,19.77,27.0,0.0,0.0,0.0,1.0,2.0,7.507180049715777
020be6e9805649858595dfbaab15ccd7,1.4896666666666667,8.73,0.86,19.0,8.0,3.0,3.0,0.0,0.0,2.501243116219769
020be8b0fafa446ebcce6449b20bc92c,1.1626666666666667,5.95,0.98,20.0,8.0,2.0,2.0,0.0,0.0,1.8541452781925365
020c2d7b3d1b4d24b9502626b2d7ef46,0.6980000000000001,7.03,1.35,25.0,3.0,2.0,2.0,0.0,0.0,1.788548631403841
020cd0f8047142e18a754303f9337d53,7.763333333333334,40.269999999999996,14.19,19.0,0.0,0.0,0.0,6.0,3.0,11.759922980434315
020d3a52b9ce432ea5f98fc58e9bfcc4,0.5643333333333334,5.15,0.38,24.0,5.0,1.0,1.0,0.0,0.0,1.3739263729039195
020d72e77c704c42bb0a858c1aaa3bcd,8.404666666666667,40.13,9.88,17.0,0.0,1.0,1.0,3.0,4.0,11.416643849293417
0215efe5136d4a038cb81eae92d59368,25.57633333333333,581.98,11.96,18.0,0.0,0.0,0.0,2.0,4.0,105.43390050523183
021616b8deea46438e3badc7fca5894d,7.283666666666666,43.39,9.12,20.0,0.0,1.0,1.0,3.0,4.0,11.93799309747674
0217c4393fd54e74a523b63c0fcc3da5,7.673666666666667,44.739999999999995,12.57,20.0,0.0,0.0,0.0,1.0,8.0,11.9883364246206
0218964095c94da0bfac44cf40c9343f,7.456666666666667,70.69,14.88,24.0,0.0,0.0,0.0,1.0,4.0,17.966609515188566
021adce38ab34ede96422ae107643fd5,8.241999999999999,58.400000000000006,10.95,20.0,0.0,0.0,0.0,3.0,4.0,14.227903957873865
021c1940868647efbcb40ccdb942813b,2.876,23.91,13.55,25.0,0.0,0.0,0.0,2.0,1.0,6.730579521085474
0222d267445f4f078bc325224e471766,0.7723333333333333,4.65,1.45,22.0,8.0,0.0,0.0,0.0,0.0,1.4181573360826567
0223ed57fef54575ac0b256937dc68fa,0.4933333333333333,4.25,0.25,21.0,9.0,0.0,0.0,0.0,0.0,0.987090232165622
0225045e245f4b7289cc55c0b5870ae2,1.9696666666666667,19.47,10.21,26.0,0.0,0.0,0.0,2.0,0.0,5.349539125062524
022f5553a0704b53ba26f2d23cb1234d,12.397,37.96,8.17,13.0,0.0,1.0,1.0,4.0,9.0,12.63778083694913
0231c913a51e420783be6bdeb75aa842,1.1336666666666666,11.06,0.43,22.0,6.0,1.0,1.0,0.0,0.0,2.5010046027523636
023411b8a45a4715979dae6cec425a8b,0.719,3.79,0.44,20.0,10.0,0.0,0.0,0.0,0.0,1.2181029626374804
023a42cf62f742b795a975d56955e220,1.6696666666666669,9.0,0.22,16.0,10.0,4.0,4.0,0.0,0.0,2.6435353592116555
023fd15e56184ec19e23ed5a31c87543,0.9333333333333333,7.7,0.21,23.0,5.0,2.0,2.0,0.0,0.0,2.1020750558031662
024218e67fa549a4a0a99b32b7b6fbf9,6.446,33.71,14.35,21.0,0.0,0.0,0.0,3.0,5.0,10.400286335580814
0246e7cc7a3d4a98a940cb13776b5b55,1.5816666666666666,6.84,1.04,18.0,8.0,4.0,4.0,0.0,0.0,2.280252683114434
0246f8fdf0b64014a98822b70231c58d,2.9789999999999996,27.6,18.67,26.0,0.0,0.0,0.0,1.0,3.0,7.823533177491506
0247953d899b4a99acab74fa0a807c0f,0.7550000000000001,4.11,0.8200000000000001,20.0,10.0,0.0,0.0,0.0,0.0,1.299588131041842
0251876076024444864473545adce065,0.9299999999999999,5.89,0.53,19.0,10.0,1.0,1.0,0.0,0.0,1.4934108149029073
0252aa6f0dee4585ba886945c60f48f5,0.3453333333333333,10.36,10.36,29.0,0.0,0.0,0.0,0.0,0.0,1.891468565251174
02557fafcf334c30a22c312c5647f71a,0.5726666666666667,9.86,0.52,25.0,4.0,1.0,1.0,0.0,0.0,1.919462807991957
026876bc8c6a4e0c8e330342c92cc844,0.8793333333333333,26.38,26.38,29.0,0.0,0.0,0.0,0.0,1.0,4.816307022328759
027561a162a54d86b6d45af5071c4d27,0.31133333333333335,6.71,1.04,27.0,2.0,1.0,1.0,0.0,0.0,1.2556897632811996
027596e6ed19471392923eb833b25fd3,0.49533333333333335,5.99,0.92,25.0,4.0,1.0,1.0,0.0,0.0,1.3730302087073645
02765747959045a0a7c452888b2f31eb,1.643,15.15,4.33,25.0,1.0,2.0,2.0,1.0,0.0,4.0516664515335865
0276c9a3092d4f79a29d61a1462f9b4d,6.816333333333333,36.83,10.04,19.0,0.0,0.0,0.0,6.0,2.0,10.10243449093723
027c18923c0146e58ccd615f6a62d82f,0.8183333333333332,6.870000000000001,0.85,20.0,9.0,1.0,1.0,0.0,0.0,1.5099762120376397
02865fee714e466e99f9bb7a7203887b,0.6316666666666666,9.37,0.05,25.0,3.0,2.0,2.0,0.0,0.0,2.0030581504347267
028a12f0ee584455850300886174f3d7,2.4133333333333336,30.72,15.7,27.0,0.0,0.0,0.0,1.0,2.0,7.634864374891574
028c88a958e54c36a31c4800fd6e887b,12.400666666666666,62.36,19.28,19.0,0.0,0.0,0.0,2.0,9.0,18.423065740108726
0295719cd357460cbab54f2392b01d19,1.1366666666666667,7.91,0.06,20.0,6.0,4.0,4.0,0.0,0.0,2.308867961657361
029e063479234fb1b6c8727c3d45de62,2.325666666666667,37.34,12.25,27.0,0.0,0.0,0.0,0.0,2.0,7.854953931396911
02a00d256444415da8460cd2a3457ea7,0.7433333333333333,8.91,2.1,25.0,3.0,2.0,2.0,0.0,0.0,1.9921454962328733
02a3aa431c1047be8eafec3dcd6b5fd0,3.8256666666666663,25.8,13.35,24.0,0.0,0.0,0.0,3.0,2.0,8.084170434200123
02a458e1233342b79caff81edbcc30a9,1.7896666666666665,32.18,21.51,28.0,0.0,0.0,0.0,0.0,2.0,6.953404764292955
02abd909ebc94aca8766f3f0ee39db80,4.214,34.67,8.72,23.0,0.0,1.0,1.0,2.0,2.0,8.677733932709424
02b148f44eee4b9ca7487371472a6781,0.9743333333333335,7.11,0.14,19.0,10.0,1.0,1.0,0.0,0.0,1.7689948116594807
02b5aa5725f94bcb94ca58208015b7bc,1.3303333333333331,7.550000000000001,1.28,20.0,7.0,3.0,3.0,0.0,0.0,2.2858975198517464
02b6895b3cab4f79a116bddc1c70b5c3,1.5936666666666668,11.879999999999999,0.13,16.0,11.0,2.0,2.0,0.0,0.0,2.9691848217561545
02b7a80a321c4b078af92d494cc0f012,13.338666666666665,307.95,6.73,20.0,0.0,6.0,6.0,1.0,1.0,55.87050463183674
02ba8c272f284139abef53e0290bfb67,3.0603333333333333,26.39,17.44,26.0,0.0,0.0,0.0,1.0,3.0,8.034554461966069
02c083884c7d45b39cc68e1314fec56c,0.9963333333333334,9.8,1.22,23.0,5.0,2.0,2.0,0.0,0.0,2.2961218929156253
02c6daf74a49491ca397f105ef944784,2.631333333333333,32.08,22.34,27.0,0.0,0.0,0.0,0.0,3.0,8.140395115943583
02c89861ce2c4010bf4ed63f6f6d5df3,8.723666666666666,53.349999999999994,9.78,20.0,0.0,1.0,1.0,0.0,7.0,15.045575012981868
02c8c9806a8c44f792a218fb2e8756b3,0.731,6.45,3.68,26.0,1.0,3.0,3.0,0.0,0.0,1.9379519050293526
02d206df55d54efda515783e1c525e8d,0.14766666666666667,2.31,2.12,28.0,2.0,0.0,0.0,0.0,0.0,0.5625170240080299
02d2c404f19440ff9038c0d60a695cbd,0.651,8.66,0.34,23.0,5.0,2.0,2.0,0.0,0.0,1.9456819565031866
02db8af535e54416a01aff51836d166f,0.02033333333333333,0.61,0.61,29.0,1.0,0.0,0.0,0.0,0.0,0.11137025335938379
02dd040b77914163b1fd02efc3976d55,6.060666666666666,38.74,7.09,19.0,0.0,2.0,2.0,3.0,2.0,9.568179278872426
02e2211319524b9e8bd09794d00d8513,2.199,8.9,1.73,16.0,8.0,6.0,6.0,0.0,0.0,2.860952759074357
02e4c9dff62e4857a429a4be3ba73ed0,1.628666666666667,14.81,0.47,20.0,6.0,2.0,2.0,0.0,0.0,3.7848989722164386
02e5396559f94469b6d03e40d85830c7,6.875,64.46,14.15,24.0,0.0,0.0,0.0,0.0,5.0,16.24147983532841
02e6dbe7c694441a88f9160b6b0e1a35,4.9623333333333335,38.41,9.26,22.0,0.0,2.0,2.0,1.0,2.0,10.065437854132444
02e6dd10b22c43fcb5a2dfc0038dac22,1.4160000000000001,7.74,0.2,20.0,6.0,4.0,4.0,0.0,0.0,2.5260403797247584
02eba2268a3640bb8e85880e12617c5f,6.299,28.759999999999998,9.89,19.0,0.0,1.0,1.0,3.0,3.0,9.018796597604664
02efe2a67be247a686f79ba1cbce42f1,8.736333333333333,66.69,15.41,21.0,0.0,0.0,0.0,3.0,6.0,16.13111546335076
02efe413dd194069ab58abde38ab5e02,6.076333333333333,49.84,17.94,24.0,0.0,0.0,0.0,1.0,5.0,13.15936207533956
02f446e152254ab7b01e29698932dd01,0.6413333333333333,4.83,1.09,24.0,6.0,0.0,0.0,0.0,0.0,1.4324075063918842
02f638a6c98241c98b24a06ca489aac0,0.588,6.61,0.18,25.0,3.0,2.0,2.0,0.0,0.0,1.692827465392208
02f77bb76ed14d28a05e23b3e00aeb9b,0.5273333333333333,5.6,0.05,26.0,2.0,2.0,2.0,0.0,0.0,1.6078748736128077
03019e49a5164723ae527bbd6949e0c1,5.482333333333333,52.56,12.45,23.0,0.0,0.0,0.0,2.0,3.0,11.95653498512737
0305b52a24744a9bb660bffc6b39e884,4.243666666666667,44.47,16.85,25.0,0.0,0.0,0.0,2.0,3.0,10.474410026454894
030c30c1955f4a17be09b692caf5ec5f,2.2026666666666666,13.49,0.6000000000000001,17.0,6.0,6.0,6.0,0.0,0.0,3.5468003388516474
03118ab70a404fada1a433cd6abaa491,10.607000000000001,70.74000000000001,12.82,19.0,0.0,0.0,0.0,2.0,7.0,17.394205366869382
03257d4fcb6641aebaa46d5605d205ca,6.921,43.43,4.63,21.0,1.0,0.0,0.0,2.0,4.0,12.650286721570032
032aaa79b15e4103a9e91a786d416734,4.974666666666667,113.32000000000001,1.79,22.0,5.0,1.0,1.0,0.0,1.0,20.649767258157947
0335d274249f4eb6b3c51527f02a3216,8.133999999999999,52.39,14.36,19.0,0.0,0.0,0.0,6.0,4.0,12.4744974606816
03361f5f681e46ad97796d52caf9afa2,0.624,6.029999999999999,0.39,20.0,9.0,1.0,1.0,0.0,0.0,1.414424703326165
03374e3f14564b36a7138154ed8c194a,0.8736666666666667,10.34,0.74,23.0,6.0,0.0,0.0,0.0,0.0,2.210797146503611
